,Location,Truck,Start_Time,End_Time,Date
12846,600 West Chicago Avenue,Soups in the Loop,11:00 AM,01:00 PM,2014-05-06
12847,600 West Chicago Avenue,Haute and Ready,11:30 AM,01:30 PM,2014-05-06
12848,600 West Chicago Avenue,Baby Cakes,06:30 AM,07:37 AM,2014-05-06
12849,600 West Chicago Avenue,The Roost Truck,07:00 AM,09:00 AM,2014-05-06
12850,600 West Chicago Avenue,The Slide Ride,11:34 AM,01:26 PM,2014-05-07
12851,600 West Chicago Avenue,Kefir Truck,01:44 PM,02:49 PM,2014-05-07
12852,600 West Chicago Avenue,Taquero Fusion,11:26 AM,12:55 PM,2014-05-07
12853,600 West Chicago Avenue,Eastman Egg,07:00 AM,10:30 AM,2014-05-07
12854,600 West Chicago Avenue,Chicago Cupcake,11:30 AM,01:16 PM,2014-05-08
12855,600 West Chicago Avenue,Beaver's Donuts,07:00 AM,10:00 AM,2014-05-08
12856,600 West Chicago Avenue,The More Mobile,04:28 PM,05:46 PM,2014-05-08
12857,600 West Chicago Avenue,The Roost Truck,06:48 AM,09:00 AM,2014-05-08
12858,600 West Chicago Avenue,Cheesies Truck,11:30 AM,01:30 PM,2014-05-08
12859,600 West Chicago Avenue,Wow Bao,11:18 AM,01:18 PM,2014-05-08
12860,600 West Chicago Avenue,Soups in the Loop,10:35 AM,01:00 PM,2014-05-09
12861,600 West Chicago Avenue,Eastman Egg,07:00 AM,08:45 AM,2014-05-09
12862,600 West Chicago Avenue,La Boulangerie,10:48 AM,12:48 PM,2014-05-09
12863,Rush Hospital,Bombay Wraps,12:07 PM,02:07 PM,2014-05-05
12864,Rush Hospital,Wow Bao,11:05 AM,01:05 PM,2014-05-07
12865,Rush Hospital,Bombay Wraps,11:20 AM,01:20 PM,2014-05-07
12866,DePaul,La Boulangerie,05:50 PM,07:50 PM,2014-05-05
12867,Southport and Addison,Eastman Egg,09:10 AM,12:00 PM,2014-05-04
12868,Southport and Addison,Eastman Egg,08:30 AM,09:10 AM,2014-05-04
12869,Southport and Addison,Kefir Truck,02:30 PM,03:01 PM,2014-05-06
12870,Southport and Addison,Kefir Truck,02:28 PM,03:38 PM,2014-05-10
12871,University of Chicago,Model Chef,11:30 AM,01:30 PM,2014-05-05
12872,University of Chicago,The Fat Shallot,11:30 AM,01:30 PM,2014-05-05
12873,University of Chicago,Soups in the Loop,11:30 AM,01:30 PM,2014-05-05
12874,University of Chicago,Windy City Patty Wagon,10:48 AM,01:30 PM,2014-05-05
12875,University of Chicago,Chicago Lunch Box,10:53 AM,01:00 PM,2014-05-05
12876,University of Chicago,Chicago Cupcake,11:00 AM,01:30 PM,2014-05-05
12877,University of Chicago,Bridgeport Pasty,10:52 AM,01:00 PM,2014-05-05
12878,University of Chicago,Beaver's Donuts,11:00 AM,03:00 PM,2014-05-05
12879,University of Chicago,Gino's Steak Truck,08:55 AM,01:30 PM,2014-05-05
12880,University of Chicago,The Roost Truck,11:00 AM,01:00 PM,2014-05-05
12881,University of Chicago,Tamale Spaceship,11:00 AM,01:30 PM,2014-05-05
12882,University of Chicago,Eastman Egg,08:00 AM,01:00 PM,2014-05-05
12883,University of Chicago,Caponies Express,11:00 AM,01:00 PM,2014-05-06
12884,University of Chicago,Taquero Fusion,11:47 AM,01:47 PM,2014-05-06
12885,University of Chicago,Wow Bao,11:24 AM,01:24 PM,2014-05-06
12886,University of Chicago,Cheesies Truck,10:41 AM,01:30 PM,2014-05-06
12887,University of Chicago,Three Js,12:20 PM,02:20 PM,2014-05-06
12888,University of Chicago,Jack's Fork in the Road,11:47 AM,01:47 PM,2014-05-06
12889,University of Chicago,Beaver's Donuts,07:30 AM,03:00 PM,2014-05-06
12890,University of Chicago,The Slide Ride,10:33 AM,01:30 PM,2014-05-06
12891,University of Chicago,Pierogi Street,11:30 AM,02:00 PM,2014-05-06
12892,University of Chicago,La Boulangerie,09:06 AM,11:06 AM,2014-05-07
12893,University of Chicago,Haute and Ready,10:44 AM,01:00 PM,2014-05-07
12894,University of Chicago,Beaver's Donuts,12:01 PM,03:00 PM,2014-05-07
12895,University of Chicago,Caponies Express,11:13 AM,01:13 PM,2014-05-08
12896,University of Chicago,The Fat Shallot,11:30 AM,01:30 PM,2014-05-08
12897,University of Chicago,Beaver's Donuts,01:10 PM,03:10 PM,2014-05-08
12898,University of Chicago,Three Js,11:50 AM,01:50 PM,2014-05-08
12899,University of Chicago,Chicago Lunch Box,11:03 AM,01:00 PM,2014-05-08
12900,University of Chicago,La Boulangerie,11:50 AM,01:42 PM,2014-05-08
12901,University of Chicago,Tittles Cupcakes,11:00 AM,01:30 PM,2014-05-08
12902,University of Chicago,The Roost Truck,11:00 AM,01:00 PM,2014-05-08
12903,University of Chicago,Tamale Spaceship,01:12 PM,03:12 PM,2014-05-08
12904,University of Chicago,Windy City Patty Wagon,11:30 AM,01:30 PM,2014-05-08
12905,University of Chicago,Tittles Cupcakes,11:26 AM,01:26 PM,2014-05-09
12906,University of Chicago,Wow Bao,11:44 AM,01:44 PM,2014-05-09
12907,University of Chicago,Baby Cakes,09:30 AM,01:00 PM,2014-05-09
12908,University of Chicago,Three Js,12:05 PM,02:05 PM,2014-05-09
12909,University of Chicago,Pierogi Street,11:00 AM,02:00 PM,2014-05-09
12910,"1815 South Meyers Road, Oakbrook Terrace, IL",Chicago Pizza Boss,11:00 AM,01:30 PM,2014-05-07
12911,Schaumburg Area,Grill Chasers,11:30 AM,01:30 PM,2014-05-06
12912,Schaumburg Area,Soups in the Loop,11:00 AM,01:00 PM,2014-05-06
12913,Schaumburg Area,Best Truckin' BBQ,11:30 AM,01:30 PM,2014-05-07
12914,Schaumburg Area,Best Truckin' BBQ,05:00 PM,07:00 PM,2014-05-08
12915,Schaumburg Area,Grill Chasers,04:00 PM,08:00 PM,2014-05-09
12916,Schaumburg Area,Chicago Pizza Boss,11:00 AM,01:30 PM,2014-05-09
12917,Schaumburg Area,Flirty Cupcakes,06:30 PM,07:30 PM,2014-05-09
12918,Schaumburg Area,Best Truckin' BBQ,11:00 AM,01:00 PM,2014-05-09
12919,Schaumburg Area,Chicago Pizza Boss,08:00 PM,10:30 PM,2014-05-09
12920,Schaumburg Area,Toasty Cheese,11:30 AM,01:30 PM,2014-05-09
12921,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2014-05-10
12922,Schaumburg Area,OMango,04:00 PM,07:00 PM,2014-05-10
12923,Clark and Monroe,Jack's Fork in the Road,11:42 AM,01:42 PM,2014-05-02
12924,Clark and Monroe,The Big Shish,10:32 AM,01:00 PM,2014-04-28
12925,Clark and Monroe,Husky Hog BBQ,10:30 AM,01:00 PM,2014-04-28
12926,Clark and Monroe,The Jibarito Stop,11:30 AM,12:47 PM,2014-04-29
12927,Clark and Monroe,Jerk,11:00 AM,01:30 PM,2014-04-29
12928,Clark and Monroe,The Slide Ride,10:37 AM,01:30 PM,2014-04-29
12929,Clark and Monroe,Gino's Steak Truck,11:00 AM,01:00 PM,2014-04-29
12930,Clark and Monroe,La Boulangerie,07:08 AM,09:08 AM,2014-04-30
12931,Clark and Monroe,Cheesies Truck,11:30 AM,01:30 PM,2014-04-30
12932,Clark and Monroe,The Fat Shallot,11:30 AM,01:30 PM,2014-04-30
12933,Clark and Monroe,The Roost Truck,07:00 AM,09:00 AM,2014-04-30
12934,Clark and Monroe,La Boulangerie,10:42 AM,12:42 PM,2014-04-30
12935,Clark and Monroe,5411 Empanadas,11:02 AM,01:30 PM,2014-04-30
12936,Clark and Monroe,Soups in the Loop,11:30 AM,01:30 PM,2014-05-01
12937,Clark and Monroe,Baby Cakes,07:00 AM,09:00 AM,2014-05-01
12938,Clark and Monroe,Taquero Fusion,11:26 AM,01:30 PM,2014-05-01
12939,Clark and Monroe,Bridgeport Pasty,10:30 AM,01:00 PM,2014-05-01
12940,Clark and Monroe,Husky Hog BBQ,11:30 AM,01:30 PM,2014-05-01
12941,Clark and Monroe,Chicago Lunch Box,11:30 AM,01:30 PM,2014-05-01
12942,Clark and Monroe,Pierogi Street,11:30 AM,11:46 AM,2014-05-01
12943,Clark and Monroe,Chicago Cupcake,11:30 AM,01:30 PM,2014-05-02
12944,Clark and Monroe,Tamale Spaceship,11:30 AM,01:39 PM,2014-05-02
12945,Clark and Monroe,The Roost Truck,07:00 AM,09:00 AM,2014-05-02
12946,Clark and Monroe,The Roost Truck,11:00 AM,01:00 PM,2014-05-02
12947,Clark and Monroe,Flirty Cupcakes,01:30 PM,02:30 PM,2014-05-02
12948,Clark and Washington,Chicago Cupcake,01:50 PM,03:30 PM,2014-04-28
12949,Clark and Washington,Flirty Cupcakes,03:36 PM,04:15 PM,2014-04-29
12950,Clark and Washington,Chicago Cupcake,02:00 PM,02:45 PM,2014-04-30
12951,Clark and Washington,Model Chef,10:00 AM,01:00 PM,2014-04-30
12952,Clark and Washington,Model Chef,11:00 AM,01:50 PM,2014-05-01
12953,Clark and Washington,Chicago Cupcake,01:45 PM,03:20 PM,2014-05-02
12954,Daley Plaza,Cheesies Truck,11:00 AM,07:00 PM,2014-04-28
12955,Daley Plaza,The Fat Shallot,11:00 AM,03:53 PM,2014-04-28
12956,Daley Plaza,Gino's Steak Truck,11:00 AM,07:00 PM,2014-04-28
12957,Daley Plaza,Tamale Spaceship,11:00 AM,07:00 PM,2014-04-28
12958,Daley Plaza,Kefir Truck,11:00 AM,07:00 PM,2014-04-28
12959,Daley Plaza,Tittles Cupcakes,11:00 AM,07:00 PM,2014-04-28
12960,Daley Plaza,Giordano's,11:00 AM,07:00 PM,2014-04-28
12961,Daley Plaza,Harold's Chicken Shack,11:00 AM,07:00 PM,2014-04-28
12962,Daley Plaza,Chicago Lunch Box,11:00 AM,07:00 PM,2014-04-28
12963,Daley Plaza,The Slide Ride,11:00 AM,07:00 PM,2014-04-28
12964,Willis Tower,Chicago Cupcake,02:50 PM,03:45 PM,2014-04-29
12965,Willis Tower,Flirty Cupcakes,11:30 AM,01:30 PM,2014-04-29
12966,Willis Tower,The More Mobile,11:42 AM,02:30 PM,2014-04-30
12967,Willis Tower,The More Mobile,11:30 AM,11:42 AM,2014-04-30
12968,Willis Tower,Jack's Fork in the Road,12:04 PM,02:04 PM,2014-04-30
12969,Willis Tower,Royal Bakes,11:30 AM,01:30 PM,2014-05-01
12970,Willis Tower,The Fat Shallot,11:30 AM,01:30 PM,2014-05-01
12971,Willis Tower,La Boulangerie,07:15 AM,09:15 AM,2014-05-01
12972,Willis Tower,Eastman Egg,07:00 AM,10:00 AM,2014-05-01
12973,Willis Tower,Flirty Cupcakes,04:00 PM,04:47 PM,2014-05-02
12974,Willis Tower,Jack's Fork in the Road,11:30 AM,11:42 AM,2014-05-02
12975,Madison and Wacker,Wow Bao,10:57 AM,01:00 PM,2014-04-28
12976,Madison and Wacker,The Jibarito Stop,11:16 AM,01:30 PM,2014-04-28
12977,Madison and Wacker,Chicago Cupcake,11:30 AM,01:30 PM,2014-04-29
12978,Madison and Wacker,Eastman Egg,07:00 AM,10:00 AM,2014-04-29
12979,Madison and Wacker,Tamale Spaceship,11:00 AM,01:30 PM,2014-04-29
12980,Madison and Wacker,La Boulangerie,07:31 AM,09:31 AM,2014-04-29
12981,Madison and Wacker,Jack's Fork in the Road,11:00 AM,12:04 PM,2014-04-30
12982,Madison and Wacker,Chicago Cupcake,11:30 AM,01:30 PM,2014-04-30
12983,Madison and Wacker,The Roost Truck,11:00 AM,01:00 PM,2014-04-30
12984,Madison and Wacker,5411 Empanadas,11:30 AM,12:19 PM,2014-05-01
12985,Madison and Wacker,Cupcakes for Courage,03:30 PM,04:30 PM,2014-05-01
12986,Madison and Wacker,Flirty Cupcakes,03:23 PM,03:45 PM,2014-05-02
12987,Madison and Wacker,La Boulangerie,07:36 AM,09:36 AM,2014-05-02
12988,Madison and Wacker,Flirty Cupcakes,03:00 PM,03:03 PM,2014-05-02
12989,Madison and Wacker,Husky Hog BBQ,11:30 AM,02:00 PM,2014-05-02
12990,Wacker and Adams,Jerk,11:00 AM,01:00 PM,2014-04-28
12991,Wacker and Adams,Chicago Cupcake,11:30 AM,02:00 PM,2014-05-01
12992,Wacker and Adams,Tamale Spaceship,10:56 AM,01:30 PM,2014-05-01
12993,Wacker and Adams,Jack's Fork in the Road,11:17 AM,01:17 PM,2014-05-01
12994,Wacker and Adams,The Jibarito Stop,11:30 AM,01:30 PM,2014-05-02
12995,Wabash and Van Buren,Cupcakes for Courage,04:36 PM,06:36 PM,2014-04-29
12996,Wabash and Van Buren,Cupcake Gangsters,01:45 PM,02:45 PM,2014-04-29
12997,Wabash and Van Buren,Flirty Cupcakes,04:30 PM,06:26 PM,2014-04-29
12998,Wabash and Van Buren,Chicago Cupcake,04:35 PM,06:00 PM,2014-04-30
12999,Wabash and Van Buren,Cupcakes for Courage,04:44 PM,06:44 PM,2014-04-30
13000,Wabash and Van Buren,Cupcake Gangsters,01:45 PM,02:45 PM,2014-05-01
13001,Wabash and Van Buren,The Jibarito Stop,11:30 AM,01:30 PM,2014-05-01
13002,Wabash and Van Buren,Chicago Cupcake,04:45 PM,06:00 PM,2014-05-02
13003,Franklin and Randolph,Chicago Cupcake,02:00 PM,02:45 PM,2014-04-29
13004,Franklin and Randolph,Cupcakes for Courage,02:30 PM,03:30 PM,2014-05-01
13005,Adams and Clinton,Royal Bakes,11:30 AM,01:30 PM,2014-04-30
13006,Adams and Clinton,Flirty Cupcakes,11:30 AM,01:15 PM,2014-05-01
13007,Clinton and Madison,Chicago Cupcake,05:00 PM,06:00 PM,2014-04-29
13008,Clinton and Madison,Chicago Cupcake,04:30 PM,05:00 PM,2014-05-01
13009,Randolph and Columbus,5411 Empanadas,11:00 AM,12:09 PM,2014-04-29
13010,Randolph and Columbus,The Fat Shallot,04:35 PM,06:35 PM,2014-04-30
13011,Randolph and Columbus,Tamale Spaceship,04:30 PM,07:00 PM,2014-04-30
13012,Randolph and Columbus,The More Mobile,04:14 PM,04:30 PM,2014-04-30
13013,Randolph and Columbus,Cupcakes for Courage,04:30 PM,05:30 PM,2014-05-01
13014,Hubbard and Wells,Pierogi Street,12:34 PM,02:34 PM,2014-04-30
13015,450 N. Cityfront Plaza,The More Mobile,02:13 PM,03:30 PM,2014-04-29
13016,450 N. Cityfront Plaza,Pierogi Street,11:00 AM,12:34 PM,2014-04-30
13017,450 N. Cityfront Plaza,Eastman Egg,11:06 AM,01:30 PM,2014-04-30
13018,450 N. Cityfront Plaza,La Boulangerie,10:34 AM,12:34 PM,2014-05-01
13019,450 N. Cityfront Plaza,The More Mobile,10:54 AM,12:54 PM,2014-05-01
13020,Sangamon and Monroe,Jerk,05:30 PM,08:00 PM,2014-05-01
13021,Sangamon and Monroe,Chicago Cupcake,05:00 PM,08:00 PM,2014-05-01
13022,Sangamon and Monroe,Haute and Ready,05:00 PM,08:00 PM,2014-05-01
13023,Sangamon and Monroe,The Fat Shallot,05:00 PM,08:00 PM,2014-05-01
13024,Sangamon and Monroe,Beaver's Donuts,05:30 PM,08:00 PM,2014-05-01
13025,Sangamon and Monroe,The Salsa Truck,05:00 PM,08:00 PM,2014-05-01
13026,Sangamon and Monroe,The Fat Shallot,05:30 PM,07:30 PM,2014-05-02
13027,Sangamon and Monroe,Eastman Egg,08:30 AM,12:00 PM,2014-05-03
13028,UIC,Cupcakes for Courage,02:30 PM,03:14 PM,2014-04-30
13029,600 West Chicago Avenue,La Boulangerie,12:27 PM,02:27 PM,2014-04-28
13030,600 West Chicago Avenue,La Boulangerie,08:00 AM,10:00 AM,2014-04-28
13031,600 West Chicago Avenue,Baby Cakes,06:30 AM,09:00 AM,2014-04-28
13032,600 West Chicago Avenue,The More Mobile,03:41 PM,05:41 PM,2014-04-28
13033,600 West Chicago Avenue,Caponies Express,11:30 AM,01:30 PM,2014-04-28
13034,600 West Chicago Avenue,Pierogi Street,10:46 AM,01:30 PM,2014-04-28
13035,600 West Chicago Avenue,The Roost Truck,07:00 AM,09:00 AM,2014-04-29
13036,600 West Chicago Avenue,La Boulangerie,11:51 AM,01:51 PM,2014-04-29
13037,600 West Chicago Avenue,The Roost Truck,11:00 AM,01:00 PM,2014-04-29
13038,600 West Chicago Avenue,Haute and Ready,11:30 AM,01:30 PM,2014-04-29
13039,600 West Chicago Avenue,Chicago Lunch Box,10:34 AM,01:00 PM,2014-04-29
13040,600 West Chicago Avenue,The More Mobile,04:03 PM,06:03 PM,2014-04-29
13041,600 West Chicago Avenue,Soups in the Loop,11:00 AM,01:00 PM,2014-04-29
13042,600 West Chicago Avenue,Baby Cakes,10:01 PM,12:01 AM,2014-04-30
13043,600 West Chicago Avenue,Windy City Patty Wagon,10:31 AM,01:30 PM,2014-04-30
13044,600 West Chicago Avenue,Taquero Fusion,11:00 AM,01:30 PM,2014-04-30
13045,600 West Chicago Avenue,The Big Shish,11:30 AM,01:30 PM,2014-04-30
13046,600 West Chicago Avenue,Husky Hog BBQ,10:42 AM,01:00 PM,2014-04-30
13047,600 West Chicago Avenue,Eastman Egg,07:00 AM,10:30 AM,2014-04-30
13048,600 West Chicago Avenue,Tittles Cupcakes,11:30 AM,11:39 AM,2014-04-30
13049,600 West Chicago Avenue,Tittles Cupcakes,01:33 PM,02:33 PM,2014-04-30
13050,600 West Chicago Avenue,Baby Cakes,06:30 AM,09:00 AM,2014-04-30
13051,600 West Chicago Avenue,The Slide Ride,10:57 AM,01:00 PM,2014-04-30
13052,600 West Chicago Avenue,Haute and Ready,10:47 AM,01:00 PM,2014-05-01
13053,600 West Chicago Avenue,Wow Bao,11:16 AM,01:16 PM,2014-05-01
13054,600 West Chicago Avenue,Jerk,11:00 AM,01:30 PM,2014-05-01
13055,600 West Chicago Avenue,The Roost Truck,07:00 AM,09:00 AM,2014-05-01
13056,600 West Chicago Avenue,Cheesies Truck,10:45 AM,01:30 PM,2014-05-01
13057,600 West Chicago Avenue,Eastman Egg,07:00 AM,07:48 AM,2014-05-02
13058,600 West Chicago Avenue,Gino's Steak Truck,11:30 AM,01:30 PM,2014-05-02
13059,600 West Chicago Avenue,Model Chef,10:35 AM,01:30 PM,2014-05-02
13060,600 West Chicago Avenue,La Boulangerie,10:39 AM,01:00 PM,2014-05-02
13061,600 West Chicago Avenue,Soups in the Loop,11:30 AM,01:30 PM,2014-05-02
13062,600 West Chicago Avenue,The Fat Shallot,11:00 AM,01:00 PM,2014-05-02
13063,Rush Hospital,Cupcakes for Courage,11:39 AM,01:30 PM,2014-04-30
13064,Rush Hospital,Cupcakes for Courage,11:30 AM,11:39 AM,2014-04-30
13065,Rush Hospital,Wow Bao,10:53 AM,01:00 PM,2014-04-30
13066,Southport and Addison,Eastman Egg,09:10 AM,12:00 PM,2014-04-27
13067,Southport and Addison,Eastman Egg,09:00 AM,09:10 AM,2014-04-27
13068,University of Chicago,Baby Cakes,10:18 AM,12:18 PM,2014-04-28
13069,University of Chicago,Haute and Ready,11:18 AM,01:30 PM,2014-04-28
13070,University of Chicago,Windy City Patty Wagon,11:18 AM,01:30 PM,2014-04-28
13071,University of Chicago,Soups in the Loop,10:43 AM,01:00 PM,2014-04-28
13072,University of Chicago,Eastman Egg,08:00 AM,01:00 PM,2014-04-28
13073,University of Chicago,Chicago Cupcake,11:00 AM,01:30 PM,2014-04-28
13074,University of Chicago,Bridgeport Pasty,10:48 AM,12:44 PM,2014-04-28
13075,University of Chicago,Pierogi Street,11:30 AM,01:30 PM,2014-04-29
13076,University of Chicago,Cheesies Truck,10:38 AM,01:30 PM,2014-04-29
13077,University of Chicago,The Fat Shallot,11:30 AM,01:30 PM,2014-04-29
13078,University of Chicago,Husky Hog BBQ,11:30 AM,01:30 PM,2014-04-29
13079,University of Chicago,The Big Shish,11:30 AM,01:30 PM,2014-04-29
13080,University of Chicago,Wow Bao,11:15 AM,01:15 PM,2014-04-29
13081,University of Chicago,Caponies Express,11:30 AM,01:00 PM,2014-04-29
13082,University of Chicago,Tittles Cupcakes,11:39 AM,01:33 PM,2014-04-30
13083,University of Chicago,Chicago Lunch Box,11:10 AM,01:30 PM,2014-04-30
13084,University of Chicago,Haute and Ready,10:44 AM,01:00 PM,2014-04-30
13085,University of Chicago,Caponies Express,12:00 PM,02:00 PM,2014-04-30
13086,University of Chicago,Bridgeport Pasty,11:30 AM,01:30 PM,2014-04-30
13087,University of Chicago,Bombay Wraps,11:35 AM,01:35 PM,2014-05-01
13088,University of Chicago,Gino's Steak Truck,10:40 AM,01:00 PM,2014-05-01
13089,University of Chicago,Cupcakes for Courage,11:30 AM,12:39 PM,2014-05-01
13090,University of Chicago,Caponies Express,11:00 AM,01:00 PM,2014-05-01
13091,University of Chicago,The Roost Truck,11:00 AM,01:00 PM,2014-05-01
13092,University of Chicago,Pierogi Street,11:30 AM,01:30 PM,2014-05-02
13093,University of Chicago,Taquero Fusion,11:00 AM,01:30 PM,2014-05-02
13094,University of Chicago,Bridgeport Pasty,12:10 PM,02:10 PM,2014-05-02
13095,University of Chicago,The Slide Ride,11:05 AM,01:30 PM,2014-05-02
13096,University of Chicago,Chicago Lunch Box,11:20 AM,01:00 PM,2014-05-02
13097,University of Chicago,Baby Cakes,10:00 AM,12:52 PM,2014-05-02
13098,University of Chicago,Haute and Ready,12:10 PM,02:10 PM,2014-05-02
13099,University of Chicago,Wow Bao,11:43 AM,01:43 PM,2014-05-02
13100,University of Chicago,The Salsa Truck,11:30 AM,01:30 PM,2014-05-02
13101,University of Chicago,Windy City Patty Wagon,11:30 AM,01:30 PM,2014-05-02
13102,University of Chicago,Bombay Wraps,11:49 AM,01:49 PM,2014-05-02
13103,Schaumburg Area,Chicago Cupcake,10:00 AM,06:00 PM,2014-04-27
13104,Schaumburg Area,Gia Via Sweets,11:30 AM,01:30 PM,2014-04-27
13105,Schaumburg Area,Chicago Cupcake,11:00 AM,01:30 PM,2014-04-28
13106,Schaumburg Area,Grill Chasers,11:00 AM,01:00 PM,2014-04-28
13107,Schaumburg Area,Chicago Pizza Boss,06:00 PM,09:00 PM,2014-04-29
13108,Schaumburg Area,Best Truckin' BBQ,11:00 AM,01:00 PM,2014-04-29
13109,Schaumburg Area,Toasty Cheese,11:00 AM,01:00 PM,2014-04-29
13110,Schaumburg Area,Soups in the Loop,11:00 AM,01:00 PM,2014-04-29
13111,Schaumburg Area,Grill Chasers,11:30 AM,01:30 PM,2014-04-30
13112,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2014-04-30
13113,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2014-05-01
13114,Schaumburg Area,TSM BBQ,11:30 AM,01:30 PM,2014-05-02
13115,Schaumburg Area,Toasty Cheese,11:30 AM,01:30 PM,2014-05-02
13116,Schaumburg Area,TSM BBQ,05:00 PM,08:00 PM,2014-05-02
13117,Schaumburg Area,Gia Via Sweets,11:00 AM,03:00 PM,2014-05-03
13118,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2014-05-03
13119,Schaumburg Area,Chicago Pizza Boss,04:00 PM,07:00 PM,2014-05-03
13120,Clark and Monroe,Husky Hog BBQ,11:30 AM,01:30 PM,2014-04-21
13121,Clark and Monroe,Gino's Steak Truck,11:00 AM,01:00 PM,2014-04-21
13122,Clark and Monroe,The Big Shish,11:30 AM,01:30 PM,2014-04-22
13123,Clark and Monroe,La Boulangerie,12:03 PM,02:03 PM,2014-04-22
13124,Clark and Monroe,The Jibarito Stop,11:30 AM,01:30 PM,2014-04-22
13125,Clark and Monroe,The More Mobile,02:25 PM,03:30 PM,2014-04-22
13126,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:44 PM,2014-04-22
13127,Clark and Monroe,The Roost Truck,07:00 AM,09:00 AM,2014-04-23
13128,Clark and Monroe,La Boulangerie,11:51 AM,01:51 PM,2014-04-23
13129,Clark and Monroe,Cheesies Truck,11:30 AM,01:30 PM,2014-04-23
13130,Clark and Monroe,The Fat Shallot,11:10 AM,01:30 PM,2014-04-23
13131,Clark and Monroe,5411 Empanadas,11:30 AM,01:30 PM,2014-04-23
13132,Clark and Monroe,Husky Hog BBQ,11:30 AM,01:30 PM,2014-04-24
13133,Clark and Monroe,Pierogi Street,11:00 AM,01:30 PM,2014-04-24
13134,Clark and Monroe,Bridgeport Pasty,11:30 AM,01:30 PM,2014-04-24
13135,Clark and Monroe,Taquero Fusion,11:05 AM,01:30 PM,2014-04-24
13136,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:30 PM,2014-04-24
13137,Clark and Monroe,The Slide Ride,11:30 AM,01:30 PM,2014-04-24
13138,Clark and Monroe,Gino's Steak Truck,11:30 AM,01:30 PM,2014-04-24
13139,Clark and Monroe,The Roost Truck,07:00 AM,09:00 AM,2014-04-25
13140,Clark and Monroe,Baby Cakes,07:00 AM,09:00 AM,2014-04-25
13141,Clark and Monroe,Cheesies Truck,01:54 PM,04:30 PM,2014-04-25
13142,Clark and Monroe,Tamale Spaceship,11:00 AM,01:30 PM,2014-04-25
13143,Clark and Monroe,The Roost Truck,11:28 AM,01:30 PM,2014-04-25
13144,Clark and Monroe,Flirty Cupcakes,01:30 PM,02:30 PM,2014-04-25
13145,Clark and Monroe,Chicago Cupcake,11:30 AM,01:30 PM,2014-04-25
13146,Clark and Monroe,Chicago Lunch Box,11:30 AM,01:30 PM,2014-04-25
13147,Clark and Washington,Flirty Cupcakes,03:30 PM,04:28 PM,2014-04-22
13148,Clark and Washington,Tamale Spaceship,11:00 AM,01:30 PM,2014-04-23
13149,Clark and Washington,Chicago Cupcake,01:15 PM,02:45 PM,2014-04-23
13150,Clark and Washington,Chicago Cupcake,01:45 PM,03:20 PM,2014-04-25
13151,Willis Tower,Jerk,11:00 AM,01:00 PM,2014-04-21
13152,Willis Tower,Chicago Cupcake,02:50 PM,03:45 PM,2014-04-22
13153,Willis Tower,Flirty Cupcakes,11:18 AM,01:29 PM,2014-04-22
13154,Willis Tower,La Boulangerie,08:21 AM,10:21 AM,2014-04-22
13155,Willis Tower,Flirty Cupcakes,04:30 PM,05:30 PM,2014-04-23
13156,Willis Tower,The More Mobile,10:47 AM,02:30 PM,2014-04-23
13157,Willis Tower,Eastman Egg,07:00 AM,09:56 AM,2014-04-24
13158,Willis Tower,Tamale Spaceship,11:00 AM,11:00 AM,2014-04-24
13159,Willis Tower,Tamale Spaceship,11:01 AM,01:30 PM,2014-04-24
13160,Willis Tower,The Fat Shallot,11:30 AM,01:35 PM,2014-04-24
